,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,K_Means,Churn
1221,18.0,1,0,31.0,2,0,3.0,4.0,2,0,1,1.0,0,13.0,0.0,3.0,8.0,159.06,3,0
1222,9.0,0,1,8.0,4,1,3.0,4.0,2,0,2,2.0,0,21.0,1.0,1.0,8.0,138.86,1,0
1223,13.0,1,0,6.0,2,1,3.0,3.0,1,4,1,3.0,0,11.0,1.0,6.0,14.5,268.23,0,0
1224,10.0,1,0,6.0,2,0,3.0,4.0,3,2,1,2.0,1,13.0,0.0,1.0,0.0,129.33,3,0
1225,10.0,1,2,8.0,1,0,2.0,1.5,2,2,2,1.0,0,14.0,0.0,1.0,7.0,165.0,3,0
1226,21.0,0,0,28.0,1,0,2.0,3.0,1,0,1,4.0,0,11.0,1.0,4.0,7.0,271.74,2,0
1227,17.0,1,0,6.0,2,1,3.0,1.5,2,4,1,3.0,0,15.0,2.0,2.0,2.0,150.33,3,0
1228,10.0,0,0,22.0,0,1,2.0,5.0,3,4,1,2.0,1,23.0,3.0,3.0,0.0,123.07,1,1
1229,19.0,1,0,14.0,2,1,3.0,3.0,3,0,2,2.0,0,16.0,0.0,1.0,0.0,125.87,3,1
1230,9.0,1,2,23.0,3,1,2.0,4.0,2,3,1,3.0,0,16.0,1.0,1.0,3.0,155.07,3,0
1231,14.0,1,2,14.0,3,0,2.0,3.0,2,3,1,6.0,0,21.0,1.0,1.0,4.0,143.93,3,0
1232,15.0,1,0,12.0,1,1,2.0,3.0,0,4,1,10.0,0,13.0,3.0,2.0,7.0,233.48000000000002,2,0
1233,4.0,1,2,16.0,1,0,2.0,3.0,2,0,1,3.0,1,11.0,0.0,1.0,4.0,165.83,3,0
1234,7.0,1,2,9.0,1,0,3.0,4.0,2,0,1,4.0,1,12.0,0.0,1.0,1.0,181.03,3,0
1235,4.0,1,0,10.0,1,0,3.0,1.5,3,2,1,9.0,0,12.0,2.0,2.0,2.0,139.78,3,0
1236,10.0,0,0,14.0,4,1,3.0,1.5,3,0,1,1.0,0,18.0,2.0,6.0,7.0,125.44,0,0
1237,18.0,0,0,6.0,1,1,2.0,3.0,2,2,2,5.0,0,12.0,1.0,1.0,3.0,153.99,3,0
1238,6.0,1,2,16.0,3,1,2.0,3.0,2,2,2,2.0,0,14.0,0.0,1.0,9.0,154.87,3,0
1239,1.0,0,2,6.0,2,1,2.0,4.0,2,0,1,2.0,1,12.0,0.0,1.0,7.0,168.34,3,0
1240,10.0,0,2,30.0,0,1,2.0,1.5,3,4,2,2.0,0,17.0,1.0,1.0,0.0,110.91,3,1
1241,12.0,0,2,27.0,2,0,2.0,5.0,2,2,1,7.0,0,19.0,0.0,1.0,2.0,157.36,3,0
1242,10.0,1,0,8.0,0,1,2.0,3.0,3,3,1,2.0,0,11.0,1.0,1.0,2.0,122.25999999999999,3,0
1243,7.0,0,0,28.0,4,1,2.0,4.0,2,0,1,2.0,1,15.0,3.0,6.0,11.0,157.47,0,0
1244,10.0,1,2,19.0,3,0,2.0,3.0,2,2,2,4.0,1,11.0,2.0,2.0,2.0,198.54,3,1
1245,20.0,0,0,20.0,0,1,3.0,3.0,2,3,1,9.0,0,18.0,0.0,1.0,7.0,154.67,2,0
1246,29.0,1,2,17.0,3,0,2.0,4.0,2,4,1,5.0,0,16.0,0.0,1.0,0.0,153.8,3,0
1247,12.0,1,0,15.0,1,1,2.0,3.0,2,4,1,2.0,0,25.0,3.5,6.0,9.0,151.51,0,0
1248,10.0,0,0,14.0,1,0,2.0,4.0,2,3,1,2.0,1,16.0,1.0,1.0,7.0,121.33000000000001,3,0
1249,30.0,1,2,27.0,2,0,3.0,3.0,1,0,1,5.0,1,13.0,1.0,1.0,0.0,272.32625,2,0
1250,10.0,0,0,14.0,2,0,2.0,1.5,3,2,2,4.0,1,14.0,0.0,1.0,3.0,124.32,3,1
1251,11.0,1,0,15.0,2,1,3.0,3.0,3,0,1,3.0,0,19.0,1.0,1.0,3.0,147.71,3,0
1252,22.0,0,0,8.0,2,1,2.0,3.0,4,0,1,4.0,0,15.0,1.0,4.0,3.0,272.32625,2,0
1253,15.0,1,2,18.0,3,1,3.0,3.0,2,0,1,4.0,1,12.0,0.0,1.0,0.0,150.87,3,0
1254,10.0,0,1,28.0,4,0,3.0,4.0,3,3,1,2.0,0,12.0,1.0,1.0,0.0,128.63,3,1
1255,8.0,1,2,24.0,1,1,3.0,3.0,2,4,1,1.0,0,16.0,0.0,1.0,4.0,69.83625,3,0
1256,10.0,0,0,22.0,1,1,2.0,3.0,3,2,2,2.0,0,14.0,0.0,1.0,4.0,121.44,3,0
1257,4.0,0,0,9.0,1,1,3.0,3.0,3,4,1,2.0,1,13.0,0.0,2.0,3.0,130.65,3,0
1258,9.0,0,0,15.0,2,1,3.0,1.5,3,3,1,2.0,0,22.0,1.0,1.0,2.0,128.1,3,0
1259,7.0,1,2,6.0,3,1,2.0,3.0,0,0,2,2.0,0,21.0,1.0,2.0,1.0,198.88,3,0
1260,7.0,1,2,19.0,1,1,2.0,3.0,0,2,1,2.0,0,18.0,1.0,1.0,1.0,186.28,3,0
1261,10.0,1,0,6.0,1,1,3.0,3.0,3,4,2,1.0,0,13.0,3.0,6.0,6.0,128.67,0,0
1262,2.0,1,0,6.0,2,1,2.0,3.0,2,4,1,1.0,0,12.0,1.0,1.0,2.0,153.73,3,0
1263,5.0,0,0,21.0,1,0,2.0,3.0,2,0,1,6.0,0,18.0,0.0,1.0,2.0,166.67,3,0
1264,4.0,0,0,6.0,2,1,2.0,5.0,2,4,1,2.0,0,21.0,1.0,6.0,7.0,150.03,0,0
1265,10.0,1,0,14.0,0,1,2.0,4.0,3,0,1,6.0,0,12.0,0.0,1.0,3.0,123.66999999999999,3,1
1266,11.0,1,2,6.0,2,1,3.0,4.0,3,4,2,5.0,0,14.0,0.0,1.0,0.0,128.58,3,0
1267,8.0,1,2,13.0,2,0,2.0,3.0,2,0,1,2.0,1,11.0,1.0,1.0,9.0,152.04,3,0
1268,10.0,1,2,15.0,3,1,2.0,3.0,2,0,2,2.0,0,14.0,0.0,1.0,7.0,141.05,3,0
1269,5.0,1,0,11.0,2,1,2.0,4.0,2,0,2,9.0,0,24.0,0.0,1.0,0.0,196.79,3,0
1270,10.0,0,2,32.0,3,1,3.0,3.0,2,0,1,2.0,1,11.0,0.0,1.0,8.0,156.17,3,1
1271,16.0,1,2,30.0,2,1,3.0,3.0,0,4,2,7.0,1,13.0,2.0,2.0,2.0,204.48,2,1
1272,27.0,1,0,15.0,2,0,3.0,3.0,2,2,1,4.0,0,11.0,0.0,2.0,3.0,128.97,3,0
1273,6.0,0,0,13.0,2,1,2.0,3.0,2,2,1,2.0,0,20.0,2.0,2.0,8.0,159.68,3,0
1274,16.0,1,0,17.0,2,1,1.0,3.0,0,2,1,2.0,0,17.0,1.0,1.0,9.0,175.1,3,0
1275,11.0,0,1,6.0,4,1,3.0,3.0,3,3,1,1.0,1,11.0,1.0,1.0,2.0,129.91,3,0
1276,28.0,1,1,32.0,4,1,3.0,1.5,4,3,1,5.0,1,15.0,1.0,1.0,4.0,272.32625,2,0
1277,4.0,1,0,8.0,1,0,2.0,5.0,3,0,1,2.0,1,11.0,1.0,1.0,0.0,111.28999999999999,3,0
1278,12.0,1,2,21.0,3,1,3.0,3.0,1,4,2,1.0,0,12.0,3.5,2.0,10.0,233.41000000000003,0,0
1279,15.0,0,0,29.0,2,1,2.0,4.0,2,2,2,2.0,0,12.0,2.0,3.0,7.0,143.32,3,0
1280,4.0,0,0,16.0,1,0,2.0,3.0,0,2,1,5.0,0,20.0,3.0,4.0,3.0,210.31,0,0
1281,27.0,1,0,16.0,1,0,3.0,3.0,2,4,2,7.0,1,19.0,0.0,1.0,4.0,144.4,2,0
1282,10.0,1,0,6.0,2,1,2.0,4.0,2,2,2,2.0,0,12.0,1.0,1.0,2.0,146.17,3,0
1283,10.0,1,0,14.0,4,1,3.0,3.0,3,0,2,2.0,0,13.0,1.0,1.0,4.0,126.47,3,0
1284,13.0,0,0,17.0,0,0,3.0,3.0,2,2,1,2.0,0,11.0,2.0,6.0,4.0,163.23,0,0
1285,13.0,1,2,8.0,3,0,3.0,3.0,2,3,1,4.0,0,14.0,1.0,5.0,10.0,156.77,0,0
1286,10.0,1,1,8.0,4,0,2.0,3.0,3,3,1,5.0,0,14.0,0.0,1.0,2.0,121.87,3,0
1287,3.0,1,0,6.0,1,1,3.0,3.0,3,3,1,2.0,0,13.0,0.0,1.0,7.0,137.48,3,0
1288,10.0,1,0,8.0,4,1,2.0,3.0,3,2,1,7.0,1,19.0,0.0,1.0,2.0,139.77,3,0
1289,20.0,1,0,31.0,1,1,2.0,3.0,0,2,2,3.0,0,23.0,1.0,6.0,11.0,186.33,0,0
1290,10.0,0,0,6.0,1,1,2.0,4.0,3,2,1,2.0,0,12.0,0.0,1.0,0.0,120.08000000000001,3,0
1291,11.0,1,2,6.0,2,1,2.0,3.0,2,3,1,1.0,0,15.0,3.5,5.0,8.0,144.4,0,0
1292,4.0,1,2,8.0,2,1,3.0,3.0,3,2,1,1.0,0,19.0,1.0,1.0,2.0,130.67,3,0
1293,11.0,0,0,12.0,2,1,3.0,4.0,2,2,1,3.0,0,11.0,2.0,6.0,7.0,153.21,0,0
1294,15.0,1,0,24.0,2,1,2.0,3.0,2,4,1,7.0,1,17.0,0.0,1.0,2.0,154.1,3,0
1295,14.0,1,0,6.0,2,1,3.0,3.0,3,0,1,4.0,0,22.0,0.0,1.0,0.0,127.82,3,0
1296,20.0,0,0,6.0,1,0,3.0,3.0,0,3,1,1.0,0,18.0,0.0,5.0,3.0,219.57,2,0
1297,8.0,1,0,17.0,1,1,2.0,3.0,3,2,1,8.0,1,11.0,0.0,2.0,2.0,126.6,3,0
1298,10.0,1,0,6.0,2,1,3.0,3.0,3,2,2,1.0,0,12.0,0.0,1.0,2.0,133.75,3,0
1299,8.0,1,0,15.0,1,1,2.0,3.0,2,2,2,2.0,0,19.0,0.0,1.0,8.0,150.98,3,0
1300,6.0,1,0,21.0,1,0,3.0,3.0,2,0,1,1.0,1,13.0,3.5,6.0,1.0,69.83625,0,0
1301,5.0,1,0,35.0,2,0,3.0,4.0,3,3,2,2.0,0,13.0,3.0,4.0,1.0,128.37,1,0
1302,13.0,1,0,14.0,2,1,2.0,3.0,3,0,1,9.0,0,19.0,0.0,1.0,0.0,124.06,3,0
1303,10.0,1,2,6.0,1,1,3.0,4.0,3,3,1,1.0,0,14.0,0.0,2.0,2.0,122.69,3,0
1304,12.0,1,0,30.0,2,1,2.0,3.0,2,0,2,8.0,0,13.0,1.0,1.0,7.0,141.08,3,0
1305,11.0,1,0,16.0,1,0,2.0,5.0,0,2,1,4.0,0,12.0,1.0,2.0,11.0,232.06,2,0
1306,5.0,1,2,6.0,3,0,2.0,3.0,0,0,1,2.0,0,19.0,3.0,5.0,7.0,204.22,0,0
1307,10.0,1,0,16.0,2,0,2.0,1.5,0,0,1,2.0,1,25.0,0.0,2.0,8.0,237.44,2,0
1308,10.0,1,2,14.0,4,0,2.0,3.0,2,2,1,1.0,1,22.0,1.0,1.0,4.0,149.07,3,0
1309,25.0,0,2,36.5,2,1,2.0,3.0,3,0,1,3.0,0,15.0,1.0,1.0,0.0,134.82,3,0
1310,17.0,1,0,14.0,1,1,2.0,3.0,3,0,2,7.0,1,12.0,0.0,1.0,2.0,124.36000000000001,3,0
1311,10.0,1,2,14.0,1,1,2.0,3.0,3,4,2,2.0,1,11.0,1.0,1.0,2.0,123.80000000000001,3,0
1312,12.0,0,0,15.0,2,1,2.0,3.0,4,0,2,3.0,0,15.0,0.0,1.0,3.0,272.32625,3,0
1313,10.0,0,2,15.0,3,1,2.0,3.0,3,4,1,2.0,0,19.0,1.0,1.0,0.0,117.9,3,1
1314,9.0,1,2,9.0,1,0,3.0,4.0,0,0,1,1.0,0,19.0,3.0,3.0,4.0,176.44,0,0
1315,9.0,0,0,10.0,2,0,3.0,3.0,2,3,1,8.0,0,13.0,1.0,1.0,2.0,151.31,3,0
1316,29.0,0,0,6.0,2,1,2.0,3.0,2,2,1,2.0,0,21.0,0.0,1.0,9.0,163.06,3,0
1317,10.0,1,0,6.0,1,1,2.0,3.0,3,0,1,10.0,1,14.0,2.0,2.0,2.0,147.87,3,1
1318,15.0,1,0,8.0,2,1,2.0,3.0,4,2,1,6.0,0,11.0,1.0,4.0,14.0,272.32625,2,0
1319,19.0,1,0,14.0,0,1,3.0,3.0,3,2,1,9.0,0,11.0,3.5,6.0,8.0,123.38999999999999,0,1
1320,14.0,1,0,34.0,2,0,2.0,4.0,1,3,1,1.0,0,23.0,1.0,2.0,10.0,235.7,2,0
1321,7.0,1,2,34.0,3,0,3.0,4.0,2,2,1,2.0,0,21.0,1.0,1.0,7.0,167.12,1,0
1322,9.0,0,2,21.0,3,1,2.0,5.0,2,0,1,2.0,0,24.0,3.5,6.0,11.0,154.06,0,0
1323,14.0,1,2,9.0,2,1,2.0,4.0,2,3,1,3.0,0,11.0,0.0,1.0,4.0,189.38,3,0
1324,5.0,1,0,14.0,0,1,3.0,3.0,3,4,2,2.0,0,14.0,1.0,1.0,2.0,124.38999999999999,3,0
1325,8.0,1,1,32.0,2,0,2.0,3.0,0,0,2,2.0,1,16.0,1.0,1.0,7.0,188.37,3,0
1326,11.0,1,2,16.0,2,0,3.0,3.0,2,0,1,2.0,0,11.0,0.0,1.0,9.0,153.43,3,0
1327,13.0,0,2,6.0,2,1,3.0,3.0,2,2,1,8.0,0,12.0,1.0,1.0,1.0,167.28,3,1
1328,9.0,1,2,17.0,3,0,3.0,4.0,2,0,1,5.0,0,13.0,1.0,1.0,0.0,166.52,1,0
1329,18.0,1,2,26.0,2,0,2.0,3.0,2,2,2,9.0,0,15.0,1.0,1.0,1.0,148.5,3,0
1330,13.0,1,0,8.0,2,1,3.0,4.0,3,2,2,3.0,0,14.0,0.0,2.0,2.0,128.09,3,0
1331,8.0,0,0,24.0,2,1,3.0,3.0,2,2,1,2.0,1,14.0,1.0,1.0,2.0,156.89,3,0
1332,10.0,1,0,8.0,1,0,3.0,3.0,3,2,1,3.0,0,14.0,1.0,1.0,2.0,120.00999999999999,3,0
1333,8.0,1,0,6.0,2,0,3.0,5.0,3,0,1,2.0,0,12.0,0.0,1.0,1.0,129.77,3,0
1334,2.0,1,0,19.0,4,1,2.0,4.0,2,3,1,5.0,1,13.0,1.0,1.0,3.0,140.25,3,0
1335,2.0,1,0,34.0,1,0,3.0,4.0,3,4,2,2.0,0,14.0,0.0,1.0,4.0,137.85,3,0
1336,13.0,1,2,34.0,3,1,2.0,4.0,0,4,1,5.0,1,13.0,0.0,2.0,0.0,208.54000000000002,2,1
1337,12.0,1,2,30.0,3,0,2.0,4.0,1,0,1,1.0,0,11.0,1.0,6.0,3.0,220.31,0,0
1338,4.0,0,0,11.0,1,1,3.0,3.0,2,4,2,1.0,0,19.0,0.0,1.0,7.0,199.36,3,0
1339,10.0,1,2,11.0,4,0,3.0,4.0,3,2,2,1.0,0,18.0,0.0,1.0,0.0,129.66,3,0
1340,9.0,0,0,14.0,1,1,2.0,1.5,2,0,1,5.0,0,17.0,0.0,1.0,3.0,125.71000000000001,3,0
1341,12.0,1,0,12.0,1,1,2.0,4.0,0,4,1,5.0,0,15.0,1.0,1.0,7.0,199.91,2,0
1342,10.0,1,0,10.0,2,1,2.0,1.5,2,3,1,2.0,1,20.0,1.0,1.0,3.0,161.42,3,0
1343,22.0,0,2,8.0,1,1,3.0,4.0,2,3,1,3.0,0,14.0,1.0,1.0,8.0,153.9,3,0
1344,7.0,1,0,14.0,1,1,2.0,1.5,2,2,1,3.0,0,12.0,0.0,1.0,2.0,144.04,3,0
1345,4.0,1,2,6.0,2,0,3.0,3.0,2,0,2,9.0,1,11.0,0.0,1.0,5.0,159.93,3,1
1346,22.0,0,0,14.0,2,1,3.0,4.0,2,3,1,2.0,0,23.0,0.0,1.0,7.0,151.3,3,0
1347,10.0,1,0,8.0,4,1,3.0,4.0,3,2,2,7.0,1,15.0,0.0,1.0,0.0,120.9,3,1
1348,6.0,0,0,9.0,2,0,3.0,3.0,3,2,1,2.0,1,11.0,2.0,3.0,0.0,129.09,3,0
1349,10.0,1,0,8.0,1,1,2.0,3.0,3,3,1,10.0,0,12.0,1.0,2.0,2.0,134.68,3,0
1350,5.0,0,0,8.0,2,1,3.0,3.0,3,0,2,1.0,0,13.0,1.0,3.0,6.0,130.68,3,0
1351,30.0,1,0,9.0,1,0,3.0,1.5,3,4,1,5.0,1,20.0,0.0,1.0,0.0,126.69999999999999,3,0
1352,3.0,1,0,30.0,2,1,3.0,3.0,3,2,1,2.0,0,22.0,1.0,1.0,0.0,126.93,3,0
1353,11.0,0,0,29.0,2,1,2.0,4.0,0,2,2,1.0,0,21.0,1.0,1.0,8.0,195.26,2,0
1354,9.0,1,0,33.0,1,1,3.0,3.0,2,2,1,7.0,0,13.0,0.0,6.0,7.0,152.37,0,0
1355,8.0,1,0,14.0,1,1,2.0,1.5,3,3,1,1.0,0,13.0,1.0,1.0,3.0,124.25999999999999,3,0
1356,2.0,1,0,21.0,2,0,2.0,4.0,2,2,2,1.0,1,12.0,1.0,1.0,8.0,141.93,3,0
1357,4.0,1,0,32.0,2,1,3.0,3.0,3,2,1,2.0,0,17.0,3.0,4.0,3.0,129.11,1,0
1358,7.0,1,0,25.0,1,1,3.0,3.0,3,0,1,1.0,0,11.0,0.0,1.0,2.0,126.61000000000001,3,0
1359,10.0,1,0,30.0,2,1,2.0,4.0,3,2,2,6.0,1,14.0,0.0,1.0,3.0,120.28,3,1
1360,2.0,1,0,27.0,2,0,2.0,1.5,0,4,1,2.0,0,11.0,3.5,6.0,8.0,199.8,0,0
1361,5.0,1,0,11.0,2,1,3.0,1.5,3,3,1,1.0,1,12.0,1.0,1.0,5.0,132.98,3,0
1362,10.0,0,0,22.0,1,1,3.0,1.5,3,0,1,2.0,1,13.0,0.0,1.0,0.0,129.35,3,0
1363,26.0,1,2,8.0,2,0,3.0,4.0,1,0,1,3.0,0,16.0,0.0,2.0,7.0,254.26999999999998,2,0
1364,11.0,1,0,8.0,2,1,2.0,3.0,3,0,2,6.0,1,11.0,0.0,1.0,2.0,139.44,3,0
1365,10.0,0,0,17.0,4,0,3.0,1.5,2,2,1,1.0,0,18.0,0.0,1.0,3.0,140.11,3,0
1366,10.0,1,2,15.0,2,1,2.0,4.0,3,4,2,8.0,0,23.0,0.0,1.0,3.0,134.07,3,1
1367,7.0,1,0,13.0,2,0,2.0,3.0,0,3,2,1.0,0,11.0,0.0,2.0,3.0,219.94,3,0
1368,10.0,1,0,21.0,2,1,3.0,3.0,3,0,2,2.0,0,14.0,1.0,1.0,0.0,112.32,3,0
1369,10.0,1,0,12.0,1,1,3.0,3.0,3,4,2,3.0,0,11.0,0.0,1.0,3.0,129.6,3,1
1370,26.0,1,0,11.0,4,0,2.0,3.0,4,2,1,5.0,0,11.0,1.0,4.0,8.0,272.32625,2,0
1371,10.0,0,0,22.0,2,0,3.0,5.0,3,4,2,2.0,1,22.0,0.0,6.0,7.0,139.19,1,1
1372,15.0,1,2,14.0,3,1,2.0,3.0,2,3,1,1.0,0,11.0,2.0,4.0,2.0,168.25,3,0
1373,17.0,1,0,13.0,1,0,2.0,4.0,0,0,1,4.0,0,14.0,0.0,5.0,14.5,202.48,2,0
1374,19.0,1,2,8.0,3,0,2.0,3.0,4,4,2,4.0,0,12.0,1.0,2.0,1.0,272.32625,2,0
1375,6.0,1,0,14.0,1,1,3.0,3.0,3,0,2,5.0,0,11.0,0.0,1.0,0.0,124.96000000000001,3,0
1376,17.0,1,0,16.0,4,1,2.0,3.0,2,0,1,3.0,1,13.0,0.0,1.0,3.0,164.65,3,0
1377,10.0,1,0,15.0,1,1,2.0,4.0,3,2,2,2.0,0,13.0,0.0,1.0,8.0,122.06,3,0
1378,10.0,1,2,11.0,0,1,2.0,3.0,2,0,1,4.0,0,14.0,0.0,1.0,0.0,120.86000000000001,3,1
1379,10.0,1,0,6.0,1,1,3.0,3.0,3,0,1,3.0,1,16.0,0.0,2.0,0.0,122.93,3,1
1380,16.0,1,0,14.0,1,0,3.0,1.5,3,2,1,2.0,0,12.0,1.0,1.0,4.0,126.44999999999999,3,0
1381,13.0,1,2,9.0,3,1,3.0,4.0,3,2,1,2.0,1,14.0,1.0,1.0,2.0,126.83000000000001,3,1
1382,10.0,1,2,8.0,3,0,3.0,3.0,3,0,1,2.0,0,13.0,2.0,2.0,2.0,120.13999999999999,3,0
1383,9.0,1,0,11.0,2,0,2.0,4.0,3,4,1,10.0,1,14.0,1.0,1.0,0.0,134.19,3,0
1384,6.0,0,2,6.0,2,0,2.0,1.5,2,4,1,3.0,0,19.0,0.0,1.0,3.0,153.76,3,0
1385,10.0,1,0,10.0,4,1,3.0,3.0,3,0,1,2.0,0,12.0,1.0,1.0,0.0,119.50999999999999,3,0
1386,10.0,1,0,14.0,2,0,2.0,3.0,3,4,1,2.0,0,13.0,1.0,1.0,0.0,123.41,3,0
1387,10.0,1,0,31.0,2,1,2.0,5.0,3,2,2,2.0,0,12.0,0.0,1.0,1.0,122.93,3,1
1388,10.0,0,2,14.0,2,1,2.0,3.0,0,2,2,2.0,0,15.0,1.0,1.0,7.0,187.26,3,0
1389,3.0,0,0,6.0,1,0,2.0,3.0,2,0,2,2.0,0,23.0,1.0,3.0,7.0,140.11,3,0
1390,4.0,1,0,18.0,0,0,2.0,3.0,4,2,1,2.0,0,15.0,1.0,6.0,8.0,272.32625,0,1
1391,7.0,0,2,29.0,3,1,3.0,3.0,2,2,2,1.0,0,20.0,0.0,6.0,7.0,145.68,0,0
1392,10.0,1,0,25.0,2,1,3.0,3.0,3,3,1,5.0,0,21.0,0.0,1.0,0.0,130.22,3,0
1393,19.0,0,2,11.0,3,1,3.0,3.0,2,0,2,5.0,1,21.0,1.0,1.0,8.0,157.72,3,0
1394,10.0,1,0,14.0,2,1,2.0,1.5,3,0,1,2.0,0,19.0,1.0,1.0,1.0,122.69,3,0
1395,11.0,1,0,6.0,2,1,3.0,4.0,0,2,2,10.0,1,13.0,0.0,1.0,0.0,153.81,2,1
1396,10.0,1,0,11.0,0,1,2.0,3.0,3,2,2,2.0,1,13.0,0.0,2.0,2.0,134.41,3,1
1397,17.0,1,2,6.0,3,0,3.0,3.0,2,4,1,6.0,1,21.0,1.0,1.0,3.0,154.54,3,0
1398,8.0,0,0,17.0,1,1,3.0,4.0,0,4,1,3.0,1,13.0,1.0,2.0,3.0,198.84,2,0
1399,10.0,1,2,29.0,3,0,2.0,4.0,2,0,1,8.0,1,19.0,0.0,1.0,0.0,141.57,3,0
1400,6.0,0,0,29.0,2,0,3.0,3.0,0,0,2,2.0,1,12.0,3.0,2.0,12.0,234.57999999999998,0,0
1401,8.0,0,2,5.0,2,1,3.0,3.0,0,4,1,2.0,0,22.0,0.0,1.0,8.0,190.69,3,0
1402,8.0,1,0,29.0,1,0,1.0,3.0,3,4,1,4.0,1,15.0,0.0,2.0,2.0,140.14,3,0
1403,4.0,1,0,13.0,2,1,2.0,3.0,2,0,1,4.0,0,22.0,0.0,1.0,7.0,159.15,3,0
1404,10.0,1,0,6.0,2,1,2.0,4.0,2,2,1,2.0,0,18.0,0.0,1.0,7.0,159.93,3,0
1405,5.0,1,0,6.0,1,1,2.0,3.0,2,0,1,2.0,1,22.0,3.5,6.0,8.0,161.62,0,0
1406,11.0,0,0,14.0,2,0,2.0,3.0,2,0,2,2.0,0,11.0,3.5,6.0,9.0,124.06,0,0
1407,23.0,1,0,13.0,1,0,2.0,4.0,4,2,1,6.0,1,12.0,1.0,6.0,8.0,272.32625,2,0
1408,30.0,1,2,31.0,2,0,4.0,3.0,0,4,2,8.0,0,11.0,3.5,6.0,9.0,176.37,0,0
1409,9.0,1,0,14.0,0,0,2.0,3.0,0,2,1,2.0,0,13.0,3.5,6.0,8.0,200.96,0,0
1410,28.0,1,0,14.0,1,0,2.0,3.0,1,2,1,3.0,1,14.0,1.0,2.0,2.0,247.56,2,0
1411,9.0,0,0,17.0,2,1,3.0,4.0,2,3,2,2.0,0,13.0,1.0,1.0,3.0,164.99,3,0
1412,18.0,1,0,13.0,2,1,2.0,3.0,0,4,1,3.0,0,17.0,0.0,1.0,0.0,197.24,3,0
1413,10.0,0,0,6.0,1,1,3.0,3.0,3,4,1,5.0,0,13.0,0.0,1.0,2.0,121.94,3,0
1414,10.0,1,0,15.0,1,1,3.0,4.0,3,2,1,1.0,1,17.0,1.0,1.0,0.0,133.88,3,1
1415,30.0,0,2,6.0,2,0,2.0,4.0,2,2,2,8.0,0,11.0,1.0,1.0,3.0,154.73,2,0
1416,2.0,1,0,8.0,2,1,3.0,3.0,3,3,1,1.0,0,23.0,1.0,1.0,4.0,127.03,3,0
1417,4.0,1,0,14.0,1,1,2.0,3.0,3,3,2,2.0,0,17.0,1.0,1.0,0.0,125.00999999999999,3,0
1418,5.0,1,0,6.0,2,1,3.0,3.0,2,3,1,2.0,0,17.0,1.0,1.0,9.0,162.2,3,0
1419,9.0,1,0,12.0,2,0,3.0,1.5,3,0,1,4.0,0,12.0,0.0,1.0,0.0,130.38,3,0
1420,4.0,1,0,14.0,2,0,3.0,3.0,2,0,2,2.0,0,23.0,1.0,1.0,8.0,144.24,3,0
1421,8.0,1,2,6.0,3,1,2.0,4.0,2,4,2,1.0,0,14.0,1.0,2.0,8.0,143.12,3,0
1422,18.0,1,0,12.0,4,1,2.0,3.0,0,4,1,5.0,1,14.0,1.0,2.0,0.0,232.45,2,0
1423,10.0,1,0,13.0,1,1,1.0,3.0,0,2,2,5.0,0,13.0,0.0,2.0,2.0,236.64,3,0
1424,19.0,1,1,11.0,1,1,3.0,3.0,2,3,1,2.0,1,22.0,1.0,1.0,2.0,150.21,3,0
1425,3.0,1,0,6.0,2,1,2.0,4.0,2,0,1,2.0,1,12.0,1.0,3.0,0.0,151.26,3,0
1426,8.0,1,0,6.0,1,1,3.0,4.0,3,2,2,2.0,0,18.0,1.0,1.0,4.0,128.59,3,0
1427,28.0,1,2,6.0,2,1,3.0,3.0,0,0,1,4.0,0,14.0,0.0,1.0,0.0,202.39,2,0
1428,11.0,0,0,12.0,1,0,3.0,5.0,2,0,1,8.0,1,12.0,0.0,1.0,9.0,153.29,1,0
1429,7.0,1,0,6.0,1,1,3.0,3.0,2,3,1,2.0,0,15.0,1.0,1.0,3.0,143.25,3,0
1430,29.0,1,0,13.0,2,1,2.0,5.0,0,0,2,5.0,0,11.0,0.0,1.0,2.0,172.6,2,0
1431,10.0,1,2,14.0,0,1,3.0,3.0,3,4,1,4.0,0,13.0,1.0,1.0,0.0,123.22,3,0
1432,10.0,1,0,15.0,2,1,3.0,3.0,3,0,1,4.0,0,23.0,1.0,1.0,3.0,120.75,3,0
1433,3.0,1,0,8.0,2,1,4.0,4.0,2,0,1,2.0,0,19.0,3.0,6.0,8.0,141.52,0,0
1434,9.0,1,2,15.0,1,1,3.0,4.0,0,0,2,2.0,0,16.0,3.0,4.0,7.0,196.19,0,1
1435,13.0,0,0,6.0,2,1,3.0,4.0,1,3,1,2.0,0,22.0,3.5,2.0,11.0,235.02999999999997,0,0
1436,24.0,1,2,27.0,3,1,3.0,3.0,2,0,2,1.0,1,22.0,0.0,1.0,0.0,154.41,3,0
1437,3.0,1,2,10.0,1,0,3.0,4.0,2,3,1,2.0,1,12.0,2.0,2.0,7.0,152.09,1,0
